case_id,event_position,activity_name,timestamp,org:group,org:resource,organization country,resource country,label,anomaly_type,anomaly_description,concept:name,impact,lifecycle:transition,org:role,organization involved,product,time:timestamp
1-695486321,3,Accepted+In Progress,2012-03-12T09:41:23+01:00,Org line C,Sebastien,se,France,anomalous,SkipSequence,"{'size': 2, 'start': 2, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-09T17:30:07+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line C', 'org:resource': 'Ruchi', 'org:role': 'E_10', 'organization country': 'se', 'organization involved': 'G288 2nd', 'product': 'PROD659', 'resource country': 'Sweden', 'time:timestamp': '2012-03-09T17:30:07+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-09T17:56:35+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Jonas', 'org:role': 'C_6', 'organization country': 'se', 'organization involved': 'G290 3rd', 'product': 'PROD659', 'resource country': 'Sweden', 'time:timestamp': '2012-03-09T17:56:35+01:00'}}]}",Accepted,Medium,In Progress,C_6,G290 3rd,PROD659,2012-03-12T09:41:23+01:00
1-695486321,4,Completed+Closed,2012-05-08T14:05:31+02:00,Org line C,Sebastien,se,France,anomalous,SkipSequence,"{'size': 2, 'start': 2, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-09T17:30:07+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line C', 'org:resource': 'Ruchi', 'org:role': 'E_10', 'organization country': 'se', 'organization involved': 'G288 2nd', 'product': 'PROD659', 'resource country': 'Sweden', 'time:timestamp': '2012-03-09T17:30:07+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-09T17:56:35+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Jonas', 'org:role': 'C_6', 'organization country': 'se', 'organization involved': 'G290 3rd', 'product': 'PROD659', 'resource country': 'Sweden', 'time:timestamp': '2012-03-09T17:56:35+01:00'}}]}",Completed,Medium,Closed,C_6,G290 3rd,PROD659,2012-05-08T14:05:31+02:00
1-695616474,1,Accepted+In Progress,2012-03-09T18:44:11+01:00,Org line V2,Suzanne,se,Sweden,normal,-,-,Accepted,Major,In Progress,,T2 2nd,PROD615,2012-03-09T18:44:11+01:00
1-695616474,2,Completed+Closed,2012-04-11T10:59:01+02:00,Org line V2,Suzanne,se,Sweden,normal,-,-,Completed,Major,Closed,,T2 2nd,PROD615,2012-04-11T10:59:01+02:00
1-695748265,1,Accepted+In Progress,2012-03-11T13:12:42+01:00,Org line C,Giwan,in,Korea,normal,-,-,Accepted,Major,In Progress,E_8,G119 2nd,PROD617,2012-03-11T13:12:42+01:00
1-695748265,2,Accepted+Wait,2012-03-19T04:56:02+01:00,Org line C,Giwan,in,Korea,normal,-,-,Accepted,Major,Wait,E_8,G119 2nd,PROD617,2012-03-19T04:56:02+01:00
1-695748265,3,Completed+Closed,2012-03-21T04:54:23+01:00,Org line C,Giwan,in,Korea,normal,-,-,Completed,Major,Closed,E_8,G119 2nd,PROD617,2012-03-21T04:54:23+01:00
1-695801720,1,Accepted+In Progress,2012-03-12T00:15:03+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,Medium,In Progress,,G199 3rd,PROD98,2012-03-12T00:15:03+01:00
1-695801720,2,Completed+Closed,2012-03-12T00:16:23+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,Medium,Closed,,G199 3rd,PROD98,2012-03-12T00:16:23+01:00
1-695946177,1,Accepted+In Progress,2012-03-12T09:09:09+01:00,Org line A2,Agneta,se,Sweden,normal,-,-,Accepted,Major,In Progress,A2_3,U6 2nd,PROD153,2012-03-12T09:09:09+01:00
1-695946177,2,Completed+Closed,2012-03-13T19:23:55+01:00,Org line A2,Agneta,se,Sweden,normal,-,-,Completed,Major,Closed,A2_3,U6 2nd,PROD153,2012-03-13T19:23:55+01:00
1-696057890,1,Accepted+In Progress,2012-03-12T12:47:22+01:00,Org line C,Steve,se,Belgium,normal,-,-,Accepted,Medium,In Progress,E_10,G285 2nd,PROD646,2012-03-12T12:47:22+01:00
1-696057890,2,Completed+Closed,2012-04-25T14:06:39+02:00,Org line C,Steve,se,Belgium,normal,-,-,Completed,Medium,Closed,E_10,G285 2nd,PROD646,2012-04-25T14:06:39+02:00
1-696097603,1,Accepted+In Progress,2012-03-12T15:23:15+01:00,Org line C,Peter,se,Sweden,normal,-,-,Accepted,Medium,In Progress,E_6,M3 2nd,PROD346,2012-03-12T15:23:15+01:00
1-696097603,2,Queued+Awaiting Assignment,2012-03-12T15:38:33+01:00,Org line C,Peter,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_6,M3 2nd,PROD346,2012-03-12T15:38:33+01:00
1-696097603,3,Accepted+In Progress,2012-03-26T09:04:36+02:00,Org line C,Peter,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,S51 2nd,PROD346,2012-03-26T09:04:36+02:00
1-696097603,4,Accepted+Assigned,2012-03-26T09:04:48+02:00,Org line C,Lars-Erik,se,Sweden,normal,-,-,Accepted,Medium,Assigned,,S51 2nd,PROD346,2012-03-26T09:04:48+02:00
1-696097603,5,Queued+Awaiting Assignment,2012-03-28T13:58:35+02:00,Org line C,Peter,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_6,M3 2nd,PROD346,2012-03-28T13:58:35+02:00
1-696097603,6,Accepted+In Progress,2012-03-28T13:59:16+02:00,Org line C,Björn,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,S51 2nd,PROD346,2012-03-28T13:59:16+02:00
1-696097603,7,Accepted+Assigned,2012-03-28T13:59:26+02:00,Org line C,Lars-Erik,se,Sweden,normal,-,-,Accepted,Medium,Assigned,,S51 2nd,PROD346,2012-03-28T13:59:26+02:00
1-696097603,8,Accepted+In Progress,2012-03-28T14:00:05+02:00,Org line C,Björn,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,S51 2nd,PROD346,2012-03-28T14:00:05+02:00
1-696097603,9,Queued+Awaiting Assignment,2012-03-28T14:00:23+02:00,Org line C,Peter,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_6,M3 2nd,PROD346,2012-03-28T14:00:23+02:00
1-696097603,10,Accepted+Assigned,2012-03-28T14:00:51+02:00,Org line C,Lars-Erik,se,Sweden,normal,-,-,Accepted,Medium,Assigned,E_6,M3 2nd,PROD346,2012-03-28T14:00:51+02:00
1-696097603,11,Accepted+Wait,2012-03-30T10:54:57+02:00,Org line C,Lars-Erik,se,Sweden,normal,-,-,Accepted,Medium,Wait,E_6,M3 2nd,PROD346,2012-03-30T10:54:57+02:00
1-696097603,12,Completed+Closed,2012-04-26T08:28:41+02:00,Org line C,Lars-Erik,se,Sweden,normal,-,-,Completed,Medium,Closed,E_6,M3 2nd,PROD346,2012-04-26T08:28:41+02:00
1-696205828,1,Accepted+In Progress,2012-03-12T13:59:51+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,High,In Progress,,G199 3rd,PROD97,2012-03-12T13:59:51+01:00
1-696205828,2,Completed+Closed,2012-03-12T14:01:20+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,High,Closed,,G199 3rd,PROD97,2012-03-12T14:01:20+01:00
1-696616111,1,Accepted+In Progress,2012-03-13T09:23:05+01:00,Org line F,Marc,se,Belgium,normal,-,-,Accepted,Low,In Progress,,G207 2nd,PROD454,2012-03-13T09:23:05+01:00
1-696616111,2,Completed+Closed,2012-03-13T09:28:27+01:00,Org line F,Marc,se,Belgium,normal,-,-,Completed,Low,Closed,,G207 2nd,PROD454,2012-03-13T09:28:27+01:00
1-696680265,1,Accepted+In Progress,2012-03-13T11:04:03+01:00,Org line C,Robert,us,USA,anomalous,Insert,{'indices': [4]},Accepted,High,In Progress,E_4,G88 2nd,PROD793,2012-03-13T11:04:03+01:00
1-696680265,2,Queued+Awaiting Assignment,2012-03-13T11:05:43+01:00,Org line C,Robert,us,USA,anomalous,Insert,{'indices': [4]},Queued,High,Awaiting Assignment,E_4,G88 2nd,PROD793,2012-03-13T11:05:43+01:00
1-696680265,3,Accepted+In Progress,2012-03-17T10:24:47+01:00,Org line C,Alam,us,Sweden,anomalous,Insert,{'indices': [4]},Accepted,High,In Progress,E_4,G93 2nd,PROD793,2012-03-17T10:24:47+01:00
1-696680265,4,Queued+Awaiting Assignment,2012-03-17T10:34:44+01:00,Org line C,Robert,us,USA,anomalous,Insert,{'indices': [4]},Queued,High,Awaiting Assignment,E_4,G88 2nd,PROD793,2012-03-17T10:34:44+01:00
1-696680265,5,Random activity 4,,Random org:group 8,Random org:resource 107,Random organization country 11,Random resource country 2,anomalous,Insert,{'indices': [4]},,,,,,,
1-696680265,6,Accepted+In Progress,2012-03-17T10:34:45+01:00,Org line C,Alam,us,Sweden,anomalous,Insert,{'indices': [4]},Accepted,High,In Progress,E_4,G93 2nd,PROD793,2012-03-17T10:34:45+01:00
1-696680265,7,Accepted+In Progress,2012-03-19T04:43:04+01:00,Org line C,Hineesh,us,INDIA,anomalous,Insert,{'indices': [4]},Accepted,High,In Progress,E_4,G88 2nd,PROD793,2012-03-19T04:43:04+01:00
1-696680265,8,Accepted+Wait,2012-03-19T04:44:40+01:00,Org line C,Hineesh,us,INDIA,anomalous,Insert,{'indices': [4]},Accepted,High,Wait,E_4,G88 2nd,PROD793,2012-03-19T04:44:40+01:00
1-696680265,9,Completed+Closed,2012-04-12T14:43:49+02:00,Org line C,Hineesh,us,INDIA,anomalous,Insert,{'indices': [4]},Completed,High,Closed,E_4,G88 2nd,PROD793,2012-04-12T14:43:49+02:00
1-696695427,1,Accepted+In Progress,2012-03-13T14:15:36+01:00,Org line C,Mariusz,be,POLAND,normal,-,-,Accepted,Medium,In Progress,E_1,G128 2nd,PROD636,2012-03-13T14:15:36+01:00
1-696695427,2,Completed+Closed,2012-04-04T11:27:58+02:00,Org line C,Mariusz,be,POLAND,normal,-,-,Completed,Medium,Closed,E_1,G128 2nd,PROD636,2012-04-04T11:27:58+02:00
1-696714411,1,Queued+Awaiting Assignment,2012-03-13T12:43:31+01:00,Org line C,Malin,in,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_10,G84 2nd,PROD454,2012-03-13T12:43:31+01:00
1-696714411,2,Queued+Awaiting Assignment,2012-03-13T12:48:03+01:00,Org line C,Preeti,in,INDIA,normal,-,-,Queued,Medium,Awaiting Assignment,V3_2,G41 2nd,PROD454,2012-03-13T12:48:03+01:00
1-696714411,3,Accepted+In Progress,2012-03-16T09:29:29+01:00,Org line C,Preeti,in,INDIA,normal,-,-,Accepted,Medium,In Progress,V3_2,G41 2nd,PROD454,2012-03-16T09:29:29+01:00
1-696714411,4,Completed+Closed,2012-04-27T07:25:40+02:00,Org line C,Preeti,in,INDIA,normal,-,-,Completed,Medium,Closed,V3_2,G41 2nd,PROD454,2012-04-27T07:25:40+02:00
1-696835891,1,Queued+Awaiting Assignment,2012-03-13T13:48:44+01:00,Org line A2,Inge,in,Sweden,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Queued,Medium,Awaiting Assignment,A2_5,A8 2nd,PROD327,2012-03-13T13:48:44+01:00
1-696835891,2,Accepted+In Progress,2012-03-14T13:04:30+01:00,Org line A2,Inge,in,Sweden,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Accepted,Medium,In Progress,A2_5,A8 2nd,PROD327,2012-03-14T13:04:30+01:00
1-696835891,3,Queued+Awaiting Assignment,2012-03-14T13:07:01+01:00,Org line C,Mohsin,in,INDIA,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Queued,Medium,Awaiting Assignment,E_5,G75,PROD327,2012-03-14T13:07:01+01:00
1-696835891,4,Accepted+In Progress,2012-03-14T14:13:40+01:00,Org line C,Mohsin,in,INDIA,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Accepted,Medium,In Progress,E_5,G75,PROD327,2012-03-14T14:13:40+01:00
1-696835891,5,Completed+Closed,2012-03-14T14:35:14+01:00,Org line C,Mohsin,in,INDIA,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Completed,Medium,Closed,E_5,G75,PROD327,2012-03-14T14:35:14+01:00
1-696835891,6,Accepted+In Progress,2012-03-14T13:04:30+01:00,Org line A2,Inge,in,Sweden,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Accepted,Medium,In Progress,A2_5,A8 2nd,PROD327,2012-03-14T13:04:30+01:00
1-696835891,7,Queued+Awaiting Assignment,2012-03-14T13:07:01+01:00,Org line C,Mohsin,in,INDIA,anomalous,Rework,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2012-03-14T13:04:30+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Inge', 'org:role': 'A2_5', 'organization country': 'in', 'organization involved': 'A8 2nd', 'product': 'PROD327', 'resource country': 'Sweden', 'time:timestamp': '2012-03-14T13:04:30+01:00'}}, {'name': 'Queued+Awaiting Assignment', 'timestamp': '2012-03-14T13:07:01+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Medium', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line C', 'org:resource': 'Mohsin', 'org:role': 'E_5', 'organization country': 'in', 'organization involved': 'G75', 'product': 'PROD327', 'resource country': 'INDIA', 'time:timestamp': '2012-03-14T13:07:01+01:00'}}]}",Queued,Medium,Awaiting Assignment,E_5,G75,PROD327,2012-03-14T13:07:01+01:00
1-696839978,1,Accepted+In Progress,2012-03-13T16:35:26+01:00,Org line C,Ryouhei,jp,0,anomalous,Attribute,"{'index': [0, 1, 1, 2, 2], 'attribute_index': [3, 0, 3, 0, 1], 'attribute': ['resource country', 'org:group', 'resource country', 'org:group', 'org:resource'], 'original': ['Japan', 'Org line C', 'Japan', 'Org line C', 'Ryouhei']}",Accepted,Major,In Progress,E_10,S51 2nd,PROD408,2012-03-13T16:35:26+01:00
1-696839978,2,Accepted+Wait,2012-03-13T16:37:53+01:00,Org line G1,Ryouhei,jp,MALAYSIA,anomalous,Attribute,"{'index': [0, 1, 1, 2, 2], 'attribute_index': [3, 0, 3, 0, 1], 'attribute': ['resource country', 'org:group', 'resource country', 'org:group', 'org:resource'], 'original': ['Japan', 'Org line C', 'Japan', 'Org line C', 'Ryouhei']}",Accepted,Major,Wait,E_10,S51 2nd,PROD408,2012-03-13T16:37:53+01:00
1-696839978,3,Completed+Closed,2012-04-10T04:48:53+02:00,Org line G3,Cyril,jp,Japan,anomalous,Attribute,"{'index': [0, 1, 1, 2, 2], 'attribute_index': [3, 0, 3, 0, 1], 'attribute': ['resource country', 'org:group', 'resource country', 'org:group', 'org:resource'], 'original': ['Japan', 'Org line C', 'Japan', 'Org line C', 'Ryouhei']}",Completed,Major,Closed,E_10,S51 2nd,PROD408,2012-04-10T04:48:53+02:00
1-696881965,1,Accepted+In Progress,2012-03-13T14:36:42+01:00,Org line A2,Agneta,se,Sweden,normal,-,-,Accepted,Major,In Progress,A2_3,U6 2nd,PROD830,2012-03-13T14:36:42+01:00
1-696881965,2,Completed+Closed,2012-03-30T13:42:37+02:00,Org line A2,Agneta,se,Sweden,normal,-,-,Completed,Major,Closed,A2_3,U6 2nd,PROD830,2012-03-30T13:42:37+02:00
1-696990621,1,Accepted+In Progress,2012-03-13T17:04:13+01:00,Org line C,Himmath,in,Sweden,normal,-,-,Accepted,High,In Progress,E_10,G288 2nd,PROD154,2012-03-13T17:04:13+01:00
1-696990621,2,Completed+Closed,2012-03-13T17:42:38+01:00,Org line C,Himmath,in,Sweden,normal,-,-,Completed,High,Closed,E_10,G288 2nd,PROD154,2012-03-13T17:42:38+01:00
1-697041731,1,Accepted+Wait,2012-03-13T21:32:35+01:00,Org line C,Hineesh,us,INDIA,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 1}",Accepted,High,Wait,E_4,G88 2nd,PROD793,2012-03-13T21:32:35+01:00
1-697041731,2,Completed+Closed,2012-03-13T21:33:09+01:00,Org line C,Hineesh,us,INDIA,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 1}",Completed,High,Closed,E_4,G88 2nd,PROD793,2012-03-13T21:33:09+01:00
1-697041731,3,Accepted+In Progress,2012-03-28T13:23:16+02:00,Org line C,Hineesh,us,INDIA,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 1}",Accepted,High,In Progress,E_4,G88 2nd,PROD793,2012-03-28T13:23:16+02:00
1-697041731,4,Accepted+In Progress,2012-03-13T19:07:43+01:00,Org line C,Hineesh,us,INDIA,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 1}",Accepted,High,In Progress,E_4,G88 2nd,PROD793,2012-03-13T19:07:43+01:00
1-697041731,5,Completed+Closed,2012-03-28T13:40:14+02:00,Org line C,Hineesh,us,INDIA,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 1}",Completed,High,Closed,E_4,G88 2nd,PROD793,2012-03-28T13:40:14+02:00
1-697249225,1,Accepted+In Progress,2012-03-14T08:56:34+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Accepted,High,In Progress,,G199 3rd,PROD97,2012-03-14T08:56:34+01:00
1-697249225,2,Completed+Closed,2012-03-14T09:04:50+01:00,Org line G3,Ewa,us,POLAND,normal,-,-,Completed,High,Closed,,G199 3rd,PROD97,2012-03-14T09:04:50+01:00
1-697260307,1,Accepted+In Progress,2012-04-03T15:42:42+02:00,Org line C,Peter,be,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Accepted,Low,In Progress,C_2,G58 3rd,PROD327,2012-04-03T15:42:42+02:00
1-697260307,2,Accepted+In Progress,2012-03-14T14:59:11+01:00,Org line C,Peter,be,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Accepted,Low,In Progress,C_2,G58 3rd,PROD327,2012-03-14T14:59:11+01:00
1-697260307,3,Completed+Closed,2012-05-03T11:32:22+02:00,Org line C,Peter,be,Sweden,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Completed,Low,Closed,C_2,G58 3rd,PROD327,2012-05-03T11:32:22+02:00
1-697366925,1,Accepted+In Progress,2012-03-14T11:56:15+01:00,Org line G4,Samira,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,S33 2nd,PROD448,2012-03-14T11:56:15+01:00
1-697366925,2,Completed+Closed,2012-04-23T15:52:14+02:00,Org line G4,Samira,se,Sweden,normal,-,-,Completed,Medium,Closed,,S33 2nd,PROD448,2012-04-23T15:52:14+02:00
1-697379551,1,Accepted+In Progress,2012-03-14T12:46:07+01:00,Org line C,Dweep,us,Sweden,normal,-,-,Accepted,Low,In Progress,E_1,G13 2nd,PROD398,2012-03-14T12:46:07+01:00
1-697379551,2,Completed+Closed,2012-03-16T10:40:39+01:00,Org line C,Dweep,us,Sweden,normal,-,-,Completed,Low,Closed,E_1,G13 2nd,PROD398,2012-03-16T10:40:39+01:00
1-697458590,1,Accepted+In Progress,2012-03-14T15:00:26+01:00,Org line C,Praveen,se,Sweden,anomalous,Attribute,"{'index': [1, 1, 4, 4, 9, 9], 'attribute_index': [0, 1, 0, 1, 0, 2], 'attribute': ['org:group', 'org:resource', 'org:group', 'org:resource', 'org:group', 'organization country'], 'original': ['Org line C', 'Praveen', 'Org line C', 'Martin', 'Org line C', 'se']}",Accepted,High,In Progress,E_10,G271 2nd,PROD802,2012-03-14T15:00:26+01:00
1-697458590,2,Queued+Awaiting Assignment,2012-03-14T15:20:07+01:00,Org line B,Abby,se,Sweden,anomalous,Attribute,"{'index': [1, 1, 4, 4, 9, 9], 'attribute_index': [0, 1, 0, 1, 0, 2], 'attribute': ['org:group', 'org:resource', 'org:group', 'org:resource', 'org:group', 'organization country'], 'original': ['Org line C', 'Praveen', 'Org line C', 'Martin', 'Org line C', 'se']}",Queued,High,Awaiting Assignment,E_10,G271 2nd,PROD802,2012-03-14T15:20:07+01:00
1-697458590,3,Accepted+In Progress,2012-03-14T15:36:41+01:00,Org line C,Neeraj,se,Sweden,anomalous,Attribute,"{'index': [1, 1, 4, 4, 9, 9], 'attribute_index': [0, 1, 0, 1, 0, 2], 'attribute': ['org:group', 'org:resource', 'org:group', 'org:resource', 'org:group', 'organization country'], 'original': ['Org line C', 'Praveen', 'Org line C', 'Martin', 'Org line C', 'se']}",Accepted,High,In Progress,E_10,G271 2nd,PROD802,2012-03-14T15:36:41+01:00
1-697458590,4,Accepted+Assigned,2012-03-14T15:52:11+01:00,Org line C,Rohit,se,Sweden,anomalous,Attribute,"{'index': [1, 1, 4, 4, 9, 9], 'attribute_index': [0, 1, 0, 1, 0, 2], 'attribute': ['org:group', 'org:resource', 'org:group', 'org:resource', 'org:group', 'organization country'], 'original': ['Org line C', 'Praveen', 'Org line C', 'Martin', 'Org line C', 'se']}",Accepted,High,Assigned,E_10,G271 2nd,PROD802,2012-03-14T15:52:11+01:00
1-697458590,5,Queued+Awaiting Assignment,2012-03-15T12:43:32+01:00,Org line V4,Jeevitha,se,Sweden,anomalous,Attribute,"{'index': [1, 1, 4, 4, 9, 9], 'attribute_index': [0, 1, 0, 1, 0, 2], 'attribute': ['org:group', 'org:resource', 'org:group', 'org:resource', 'org:group', 'organization country'], 'original': ['Org line C', 'Praveen', 'Org line C', 'Martin', 'Org line C', 'se']}",Queued,High,Awaiting Assignment,C_6,G273 3rd,PROD802,2012-03-15T12:43:32+01:00
